artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artist_count
Peter Wackel,Ballermann Party Hits Megamix 2022.2,Ich bin morgens immer müde,215651,False,0.67,0.983,3,-2.052,0,0.0779,0.0067,0.0,0.0223,0.822,134.044,4,disco,1
Télépopmusik;Angela McCluskey;2square,Breathe,Breathe - 2square Remix,192500,False,0.727,0.66,1,-12.566,1,0.0397,0.251,0.000661,0.108,0.527,115.993,4,trip-hop,3
Michael Kiwanuka,Cold Little Heart (Radio Edit),Cold Little Heart - Radio Edit,210299,False,0.629,0.58,7,-6.208,0,0.0278,0.357,0.000353,0.436,0.655,110.264,4,british,1
Darshan Raval,Baarishon Mein,Baarishon Mein,224666,False,0.352,0.34,0,-10.002,1,0.0357,0.898,3.3e-06,0.0936,0.314,179.865,4,pop,1
Area 11,Modern Synthesis,Override [C],272906,False,0.489,0.959,4,-6.611,0,0.0816,0.0626,0.000885,0.107,0.265,150.003,4,industrial,1
Enrique Iglesias;Nicole Scherzinger,Euphoria,Heartbeat,256226,False,0.567,0.888,10,-3.201,1,0.0993,0.0228,0.0,0.279,0.41,129.962,4,latin,2
Kina;Finding Hope,parachute (feat. Finding Hope),parachute (feat. Finding Hope),153604,False,0.697,0.301,1,-14.87,0,0.044,0.334,0.0153,0.113,0.253,125.028,4,sad,2
The Lumineers,Cleopatra,Sleep On The Floor,211851,False,0.389,0.431,7,-8.061,1,0.0344,0.249,0.0,0.13,0.275,142.14,4,folk,1
Carl Smith;June Carter Cash,The Essential Carl Smith,Time's a Wastin',129013,False,0.775,0.202,3,-11.525,1,0.0398,0.851,1.63e-05,0.055,0.89,164.957,4,honky-tonk,2
Paul Cardall,Hymns,"Come, Follow Me",158013,False,0.301,0.0122,7,-23.608,1,0.0576,0.987,0.922,0.0874,0.207,68.721,3,new-age,1
Indochine,Paradize,Un singe en hiver,226093,False,0.639,0.487,8,-13.533,1,0.0238,0.669,0.141,0.0695,0.299,90.006,4,synth-pop,1
L'Impératrice,Vanille fraise,Vanille fraise,238183,False,0.767,0.547,7,-11.458,0,0.0474,0.0399,0.485,0.0949,0.66,103.03,4,french,1
A.R. Rahman;Shreya Ghoshal,Mimi (Original Motion Picture Soundtrack),Param Sundari,200218,False,0.815,0.761,4,-7.162,0,0.144,0.192,0.0,0.0272,0.82,121.999,4,pop-film,2
Allen Toussaint,New Orleans Voodoo Soul,Everything I Do Gonh Be Funky - Live,84760,False,0.589,0.38,0,-16.975,1,0.0528,0.94,0.698,0.371,0.907,138.573,4,blues,1
Tove Lo,BLUE LIPS (lady wood phase II),struggle,226495,True,0.447,0.757,2,-6.572,0,0.0994,0.0141,0.0,0.122,0.124,183.76,4,synth-pop,1
Billie Eilish,Mega Hits Autumn/Fall 2022,TV,281380,False,0.412,0.236,4,-15.159,0,0.0379,0.83,0.00653,0.147,0.119,140.214,4,pop,1
Torture Squad,Pandemonium,Horror and Torture,303386,True,0.439,0.975,6,-6.897,0,0.0712,3.8e-05,0.0767,0.137,0.348,106.89,4,death-metal,1
No Tiene La Vaca,Tiempos Extras,Beto Lava Platos,152893,False,0.516,0.921,2,-2.635,1,0.117,0.0758,0.000906,0.0622,0.879,169.635,4,ska,1
Bala Desejo;Dora Morelenbaum;Zé Ibarra;Julia Mestre;Lucas Nunes,SIM SIM SIM,Nesse Sofá,317255,False,0.438,0.275,11,-12.096,1,0.0381,0.761,0.000381,0.111,0.173,118.555,4,mpb,5
Clean Bandit;Topic;Wes Nelson,Drive (feat. Wes Nelson),Drive (feat. Wes Nelson),179374,False,0.81,0.571,10,-7.189,0,0.085,0.0624,1.63e-06,0.094,0.771,125.994,4,funk,3
Hank Williams;Drifting Cowboys,The Ultimate Collection,Half As Much,164066,False,0.675,0.33,9,-10.074,1,0.03,0.891,2.88e-05,0.0604,0.485,127.36,4,honky-tonk,2
D.O.D,Isolate,Isolate,179107,False,0.662,0.884,4,-4.669,0,0.05,0.209,0.162,0.098,0.381,126.04,4,deep-house,1
Bad Omens,THE DEATH OF PEACE OF MIND,Nowhere To Go,246774,True,0.417,0.958,7,-3.418,1,0.139,0.000738,0.0,0.173,0.458,174.089,4,metalcore,1
Weißes Rauschen HD,"Weißes Geräusch Für Tiefen Schlaf, Tinnitus Und Meditation",Weißes Rauschen: Baby Schlafhilfe,88229,False,0.0788,9.94e-05,10,-26.43,1,0.193,0.117,0.194,0.327,0.0,168.156,1,sleep,1
Orchestra Baobab,Day of the Dead,Clementine Jam,300413,False,0.545,0.664,7,-8.202,1,0.0508,0.0655,0.0642,0.113,0.333,96.602,4,afrobeat,1
Armando,DJ-KiCKS (Juan MacLean) [DJ Mix],Don't Take It (Thomos Edit) - Mixed,210612,False,0.882,0.64,11,-8.138,0,0.258,0.00748,0.247,0.147,0.536,126.248,4,chicago-house,1
Document One;Takura,Shutdown,Shutdown,282352,False,0.578,0.887,1,-2.813,1,0.053,0.00034,0.0291,0.144,0.297,170.075,4,drum-and-bass,2
Frank Churchill;Larry Morey;Ed Plumb,Bambi,"It Could Even Happen to Flower - From ""Bambi""/Score",119506,False,0.378,0.111,5,-20.042,1,0.0354,0.847,0.0027,0.0921,0.51,102.735,4,disney,3
Roupa Nova,Nossa História,"Começo, Meio e Fim (Ao Vivo)",287440,False,0.356,0.407,4,-10.554,1,0.0246,0.524,0.0,0.171,0.262,86.894,4,mpb,1
Instrumental Worship Project from I’m In Records,Adoração (Instrumental),Agnus Dei,224467,False,0.47,0.13,10,-15.194,1,0.0376,0.981,0.785,0.144,0.143,116.018,4,piano,1
Chuck Berry,Christmas 2022,Run Rudolph Run,162897,False,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,blues,1
Ellise,Chaotic,911,188386,True,0.765,0.53,10,-7.18,0,0.0833,0.509,4.15e-06,0.117,0.529,130.104,4,indie-pop,1
Alceu Valença;Orquestra Ouro Preto,Valencianas II: Ao Vivo Em Portugal,Dia Branco - Ao Vivo,243000,False,0.51,0.592,11,-10.274,1,0.0287,0.341,3.42e-06,0.776,0.722,108.825,4,mpb,2
Mac Miller,R'n'B Studying,What's the Use?,288640,True,0.759,0.492,1,-10.338,0,0.12,0.736,0.0102,0.107,0.561,104.973,4,hip-hop,1
Denis Horvat,Vokabularium EP,Tajna,454203,False,0.505,0.75,4,-7.749,1,0.0647,0.0805,0.85,0.116,0.174,120.008,4,techno,1
The Dream Syndicate,Ultraviolet Battle Hymns and True Confessions,Trying to Get Over,215880,False,0.339,0.937,9,-4.303,0,0.0702,0.000132,0.0751,0.632,0.562,151.756,4,power-pop,1
Dan Hylander;Raj Montana Band,Om änglar och sjakaler,Svart kaffe,220866,False,0.799,0.939,9,-4.057,0,0.07,0.207,0.00766,0.197,0.846,118.68,4,ska,2
Teenage Bottlerocket,Warning Device,Social Life,118266,False,0.347,0.979,7,-3.828,1,0.0688,2.61e-05,0.00186,0.19,0.467,199.901,4,power-pop,1
Nine Inch Nails,The Slip,Discipline,259183,False,0.611,0.793,6,-6.646,1,0.0275,0.00122,0.285,0.251,0.824,122.01,4,industrial,1
Vijay Antony;Sangeetha Rajeshwaran,Vedi (Original Motion Picture Soundtrack),Ichu Ichu,226698,False,0.852,0.791,7,-7.028,0,0.0538,0.228,0.00187,0.139,0.955,109.976,4,pop-film,2
yaeow,both of us,both of us,153000,True,0.72,0.352,2,-12.092,1,0.0333,0.895,0.043,0.0875,0.727,80.011,4,sad,1
DLMT;Famba;Kyra Mastro,Your Body,Your Body,165120,False,0.741,0.902,6,-4.695,0,0.0551,0.0633,0.337,0.143,0.743,125.004,4,groove,3
Adana Twins,Picture: Adana Twins,C3PO,458836,False,0.745,0.932,5,-9.681,1,0.0488,0.0898,0.918,0.111,0.039,123.999,4,deep-house,1
Ghost,IMPERA,Spillways,196946,False,0.575,0.868,5,-5.004,0,0.0319,0.000207,0.00294,0.0584,0.804,128.069,4,hard-rock,1
The Cramps,Twisted Halloween Hits,I Was A Teenage Werewolf - Remastered,183866,False,0.412,0.601,2,-10.493,1,0.0536,0.000866,0.0455,0.321,0.49,114.543,4,punk,1
22Gz,Drillin' & Rappin',Fallen Blixkys,134137,True,0.888,0.566,2,-5.136,1,0.403,0.13,0.0,0.121,0.488,142.974,4,r-n-b,1
Chuck Berry,Christmas time but not Christmas songs 2022,You Never Can Tell - 1964 Single Version,163066,False,0.572,0.848,7,-10.054,1,0.125,0.739,4.67e-06,0.245,0.927,157.621,4,rockabilly,1
Novo Amor,"Cannot Be, Whatsoever",Keep Me,194560,False,0.567,0.131,1,-14.124,1,0.029,0.888,0.0553,0.158,0.0657,104.784,4,indie,1
Shankar-Ehsaan-Loy;Shreya Ghoshal;Javed Bashir;Yusuf Mohammed;Vajid Ali,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),O Rangrez,385000,False,0.726,0.53,5,-8.485,1,0.0531,0.498,0.0,0.14,0.594,126.06,4,pop-film,5
Marianne Faithfull,Songs Of Innocence And Experience 1965-1995,Sister Morphine - 1969 Version,331960,False,0.423,0.468,9,-11.395,0,0.0322,0.0858,0.00231,0.197,0.178,161.328,4,british,1
Nusrat Fateh Ali Khan;A1Melodymaster,Reformed,Aankh Uthi Mohabbat Ne,292589,False,0.677,0.906,3,-4.307,0,0.152,0.0469,0.000583,0.0902,0.819,89.959,4,folk,2
My Hair is Bad,mothers,シャトルに乗って,299946,False,0.563,0.543,10,-6.877,0,0.0276,0.0297,0.0,0.12,0.302,91.045,4,j-rock,1
Eddie Vedder,Into The Wild (Music For The Motion Picture),Society,236306,False,0.561,0.327,11,-10.835,0,0.0327,0.902,0.000469,0.111,0.298,161.858,4,acoustic,1
Randy Newman,Trouble in Paradise,Same Girl,175133,False,0.322,0.0347,2,-18.39,0,0.0375,0.978,0.00132,0.116,0.0993,77.233,3,disney,1
Teenage Bottlerocket,They Came From The Shadows,Be with You,102946,False,0.486,0.98,6,-2.868,0,0.0903,0.000115,0.0,0.0485,0.591,101.496,4,power-pop,1
Bubaseta,Babybumblebee,De León a Leona,198750,False,0.72,0.811,10,-2.566,0,0.0606,0.416,0.0,0.0805,0.855,96.027,4,reggae,1
Kygo;Parson James,Cloud Nine,Stole the Show,223186,False,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,4,house,2
Hybrid Minds;Fred V,Drowning In You,Drowning In You,217931,False,0.465,0.885,7,-2.284,1,0.0601,0.00671,0.000377,0.139,0.0539,173.974,4,drum-and-bass,2
Nívea Soares,Eu Vou Construir,Eu Vou Construir,409459,False,0.436,0.443,0,-10.068,1,0.029,0.357,0.0,0.362,0.314,139.701,4,gospel,1
Anthrax,Halloween Metal Nights,Indians,341066,False,0.349,0.983,4,-5.969,0,0.0564,0.00065,0.000892,0.0365,0.422,105.571,4,alt-rock,1
Wisin & Yandel,Halloween 2022 Perreo Vol. 3,Pegao,234546,False,0.792,0.804,3,-4.752,1,0.259,0.537,0.0,0.342,0.807,96.041,4,reggaeton,1
Creed,Weathered,One Last Breath,238240,False,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,4,alt-rock,1
The Lillingtons,Death By Television,You're The Only One,165933,False,0.332,0.882,1,-5.512,1,0.0318,0.000798,0.00786,0.0916,0.625,165.134,4,power-pop,1
Rahat Fateh Ali Khan,Love Aaj Kal (Original Motion Picture Soundtrack),Ajj Din Chadheya,315013,False,0.53,0.701,9,-4.54,1,0.0823,0.536,8.09e-06,0.118,0.818,171.856,4,pop,1
Ozuna,OzuTochi,Vida,152626,False,0.728,0.577,1,-5.371,0,0.0538,0.0502,0.000309,0.0589,0.318,169.988,4,reggae,1
Project46,Tr3s,Pânico,219252,False,0.375,0.987,2,-3.49,1,0.141,3.3e-05,0.0294,0.764,0.292,136.559,4,hardcore,1
Zate;Chayn;Rewindbeats,Kalender,Kalender,228706,False,0.51,0.324,4,-14.062,0,0.276,0.805,0.0,0.118,0.47,81.354,4,german,3
Milky Chance,Synchronize,Synchronize,164576,False,0.728,0.82,11,-6.198,0,0.031,0.00898,0.000216,0.176,0.652,124.001,4,german,1
Judah & the Lion,Alternative Christmas 2022,The Christmas Song (Chestnuts Roasting On An Open Fire),224253,False,0.53,0.682,2,-7.311,1,0.0372,0.156,4.17e-05,0.115,0.307,138.231,4,r-n-b,1
Cradle Of Filth,Lovecraft & Witch Hearts,Sodomy & Lust,282800,False,0.263,0.964,2,-3.023,1,0.0906,0.000101,0.00482,0.559,0.178,118.174,4,black-metal,1
Dj Promo,Niceto,Niceto,91875,False,0.753,0.553,10,-10.724,0,0.126,0.165,0.861,0.117,0.774,82.853,4,techno,1
Ajay-Atul;Sonu Nigam;Neeti Mohan,"Sapna Jahan (From ""Brothers"")","Sapna Jahan (From ""Brothers"")",341780,False,0.471,0.329,0,-11.958,0,0.0312,0.78,0.0021,0.117,0.144,126.107,4,pop-film,3
"Crosby, Stills & Nash",CSN 2012,Our House,226560,False,0.47,0.462,9,-10.656,1,0.0519,0.889,6.3e-05,0.646,0.333,129.135,4,psych-rock,1
Tyree,Now or Never,I Need a Girl,239706,True,0.658,0.647,11,-5.901,0,0.0414,0.0431,0.0,0.333,0.418,88.104,4,chicago-house,1
Bastille,Arbeitsmusik Herbst/Winter 2022/2023,Shut Off The Lights,187363,False,0.624,0.908,10,-3.215,1,0.0992,0.408,0.0,0.139,0.659,105.048,4,rock,1
Deep Sleep Hair Dryers;Hair Dryers for Background Noise;Hair Dryer Collection,Hair Dryer Collection for Background Noise,Hair Dryer on High - Stationary,88305,False,0.0,0.000594,4,-11.661,1,0.0,0.236,0.999,0.961,0.0,0.0,0,sleep,3
Chronic Law,Heart Manual,Heart Manual,194124,False,0.586,0.708,3,-7.369,0,0.236,0.131,1.64e-06,0.255,0.509,66.516,3,j-dance,1
Rebel Scum;Dani King;Centrix,Calm Before The Storm,Calm Before The Storm,253793,False,0.445,0.984,1,-1.343,1,0.278,0.00591,0.00399,0.173,0.341,173.966,4,dubstep,3
Alessia Cara,Отново на училище,Scars To Your Beautiful,230240,False,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,4,electro,1
Pig Destroyer,Prowler in the Yard (Deluxe Reissue),Tickets to the Car Crash (Remix),39493,False,0.144,0.958,10,-3.6,0,0.213,0.000156,0.28,0.569,0.0573,176.353,3,grindcore,1
Chamin Correa,"Cuerdas, Amor y Guitarras, Vol. 5",Dígale,271013,False,0.574,0.598,9,-7.078,0,0.0275,0.506,0.445,0.157,0.275,127.964,4,guitar,1
Alka Yagnik;Sonu Nigam,Lucky: No Time For Love,Chori Chori,324880,False,0.722,0.709,11,-11.435,1,0.143,0.558,0.0,0.203,0.945,97.991,4,k-pop,2
Ram Trilogy;Traumatize,Revolutions,Beastman (Traumatize Remix),338507,False,0.554,0.97,1,-0.881,0,0.192,0.0495,0.371,0.0536,0.6,173.032,4,drum-and-bass,2
Aretha Franklin,Thanksgiving Party,The Weight,171533,False,0.518,0.709,3,-8.395,1,0.179,0.27,7.2e-06,0.0985,0.782,173.097,4,soul,1
Lenny Dee,Remixen: 20 Years of Industrial Strength,Fuckin Hostile (The Outside Agency Remix),320587,True,0.496,0.999,2,-2.589,1,0.274,0.000511,0.693,0.288,0.0599,175.052,4,happy,1
Green Day,Insomniac,Brain Stew,193000,True,0.559,0.543,1,-5.429,1,0.302,0.00133,2e-05,0.0577,0.337,75.958,4,punk,1
Jobii,A Merry Lofi Christmas,Navidad Bod,142914,False,0.424,0.506,6,-6.24,1,0.0873,0.112,0.557,0.111,0.551,131.946,3,study,1
Barney Isaacs;George Kuo,Hawaiian Touch,He Aloha No 'O Honolulu & Mauna Loa - Medley,188213,False,0.449,0.228,7,-17.439,1,0.0358,0.77,0.843,0.278,0.435,122.975,4,guitar,2
Mushroomhead,Superbuick,Chancre Sore,155186,True,0.491,0.972,2,-6.926,1,0.0799,0.00776,0.858,0.229,0.575,87.43,4,industrial,1
Unstable,Flow State,Flow State,404942,False,0.638,0.845,9,-8.076,0,0.0479,0.00779,0.639,0.692,0.422,140.004,4,trance,1
Skeng,London,London,151456,True,0.886,0.643,4,-8.788,0,0.157,0.529,0.0,0.0888,0.352,103.004,4,j-dance,1
Kailash Kher;Mounima,Baahubali - The Beginning,Kaun Hain Voh,197984,False,0.468,0.742,4,-8.229,0,0.0844,0.333,1.39e-05,0.0825,0.372,147.014,3,pop-film,2
Sharaktah;Edo Saiya,In deinen Augen,In deinen Augen,192219,False,0.65,0.636,6,-4.994,0,0.0447,0.21,0.0,0.226,0.339,94.933,4,german,2
Justin Quiles;Robin Schulz,All That Really Matters - Just Hits,AEIOU,161880,False,0.689,0.856,5,-3.394,0,0.0813,0.0493,0.0,0.232,0.706,126.108,4,reggae,2
Tommy Ice,Nightmare,Nightmare,120015,True,0.733,0.512,6,-5.068,0,0.0389,0.56,1.33e-05,0.174,0.564,79.972,4,emo,1
Fujii Kaze,LOVE ALL SERVE ALL,旅路,277026,False,0.564,0.564,9,-6.752,1,0.0792,0.126,3.01e-06,0.0787,0.714,172.025,4,j-pop,1
Strike,Hiperativo,Até o Fim,206826,False,0.569,0.93,8,-2.655,0,0.0559,0.00152,0.0,0.0856,0.883,149.024,4,j-rock,1
Nacho;Yandel;Bad Bunny;Mambo Kingz;DJ Luian,Perreo Tenebroso Vol. 3,Báilame - Remix,217080,False,0.791,0.866,6,-4.236,1,0.0496,0.248,5.29e-06,0.0696,0.71,96.013,4,reggae,5
Alan Tam,迷惑,"愛的逃兵 - 電影 ""愛的逃兵"" 歌曲",269960,False,0.409,0.211,10,-19.817,1,0.0311,0.636,1.71e-06,0.0906,0.238,160.029,4,cantopop,1
Zeds Dead;MKLA,Alive,Alive,197388,False,0.618,0.758,8,-7.996,1,0.0336,0.0087,0.102,0.147,0.144,120.987,4,progressive-house,2
Jhonas Serra,"Yeshua, Nós Te Amamos (Ao Vivo)","Yeshua, Nós Te Amamos - Ao Vivo",354087,False,0.452,0.856,6,-5.495,0,0.0539,0.000561,0.0,0.43,0.0907,137.001,4,brazil,1
Stam1na,Raja,Muistipalapelit,335213,False,0.399,0.96,2,-6.417,1,0.0649,0.000622,0.0265,0.504,0.346,149.505,4,heavy-metal,1
Jax Jones;MNEK,Where Did You Go (feat. MNEK),Where Did You Go? (feat. MNEK),177689,False,0.763,0.782,7,-4.541,0,0.0346,0.182,7.08e-06,0.293,0.502,127.034,4,electro,2
The Kiboomers,Top 30 Baby Songs,Hush Little Baby,104906,False,0.722,0.368,9,-11.092,1,0.0392,0.733,0.939,0.101,0.433,95.098,4,children,1
Zayde Wølf,Modern Alchemy,Gladiator,188333,False,0.54,0.78,9,-5.872,1,0.0418,0.0263,7.12e-06,0.35,0.514,144.011,4,alt-rock,1
Krafty Kuts;Dynamite MC,Against the Grain Classics,We Do This,228040,False,0.841,0.726,10,-5.057,0,0.166,0.0945,2.33e-05,0.19,0.619,99.963,4,breakbeat,2
Pritam;Sonu Nigam;Amitabh Bhattacharya,"Kahani (Sonu's Version) [From ""Laal Singh Chaddha""]","Kahani (Sonu's Version) [From ""Laal Singh Chaddha""]",298317,False,0.464,0.396,1,-10.86,1,0.0422,0.81,7.8e-06,0.0941,0.305,149.933,3,indian,3
Víctor Manuelle,Exitos de Victor Manuelle,No Hace Falta Nada,291866,False,0.563,0.837,10,-5.013,0,0.0584,0.366,0.000301,0.0756,0.936,98.799,4,salsa,1
Kailash Kher,Baahubali - The Beginning,Jal Rahin Hain,200000,False,0.442,0.627,10,-13.862,0,0.209,0.793,0.00324,0.145,0.691,152.984,3,indian,1
Hayd,"Don’t Go, Don’t Leave","Don't Go, Don't Leave",195659,False,0.603,0.409,10,-10.567,1,0.0401,0.409,0.0392,0.111,0.282,132.041,4,singer-songwriter,1
The Deli,Vibes 2,5:32pm,136914,False,0.691,0.186,10,-13.672,0,0.0487,0.686,0.934,0.0762,0.548,86.383,4,chill,1
Paramore,Metal Lives!,Misery Business,211520,False,0.513,0.906,1,-3.673,1,0.0737,0.00272,8.42e-06,0.113,0.73,173.0,4,punk,1
Blake Rules;Netherfriends,Kids Trap 10,Snow Cone Truck,123076,False,0.714,0.617,10,-11.971,1,0.0544,0.307,0.0612,0.128,0.681,155.979,4,kids,2
FKA twigs,Hits à suivre 2022,killer,176876,False,0.401,0.619,0,-7.035,0,0.21,0.168,0.0,0.272,0.757,78.763,4,alternative,1
Thiaguinho,Meu Nome É Thiago André (Ao Vivo),Retratos E Canções - Ao Vivo,217871,False,0.495,0.72,7,-7.233,1,0.0467,0.522,2.03e-05,0.765,0.412,159.814,4,pagode,1
Gilberto Santa Rosa,Canciones De Amor,Por Más Que Intento - Balada,243026,False,0.613,0.648,0,-3.248,1,0.0341,0.846,3.3e-06,0.184,0.404,90.031,4,salsa,1
Desejo De Menina,"Esperando Você, Vol. 6",Tô Bem Passou,212558,False,0.578,0.691,1,-4.849,1,0.0327,0.632,0.0,0.135,0.581,160.291,4,forro,1
Matheus Marcolino,Eu Sou de Lua (Vol. 2) (Ao Vivo),Olhares Imprecisos,191480,False,0.624,0.826,3,-4.312,1,0.0394,0.333,0.0,0.328,0.541,112.896,4,sertanejo,1
Coone,Beat Of The Drum,Beat Of The Drum,224500,False,0.511,0.862,11,-4.794,0,0.0469,0.00205,2.72e-05,0.0814,0.238,152.942,4,hardstyle,1
Absofacto,Thousand Peaces,Dissolve,224660,False,0.688,0.582,6,-10.668,0,0.0542,0.23,0.000157,0.0663,0.872,85.486,4,indie-pop,1
OneRepublic,Better Days,Better Days,144530,False,0.626,0.726,5,-5.015,1,0.0376,0.235,0.0,0.304,0.257,89.132,4,piano,1
Disciples,Switch,Di Saat Badai,212826,False,0.775,0.613,2,-7.019,1,0.0416,0.566,1.14e-05,0.0914,0.534,94.015,4,dub,1
The Beach Boys,World's Best Christmas Playlist,Little Saint Nick - 1991 Remix,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,rock,1
Maelo Ruiz,Lo Mejor De Mí,Pero Yo Te Amo,256394,False,0.6,0.752,2,-8.517,1,0.0468,0.497,3.59e-06,0.337,0.861,176.086,4,salsa,1
John Lindberg Trio,Made For Rock N Roll,A Young Girls Heart,221306,False,0.665,0.855,2,-6.069,0,0.0287,0.0331,0.00308,0.261,0.899,107.494,4,rockabilly,1
Tove Lo;SG Lewis,Dirt Femme,Pineapple Slice (with SG Lewis),176544,True,0.819,0.543,11,-6.397,0,0.0632,0.00129,0.0,0.105,0.667,120.966,4,swedish,2
Burna Boy,2Step - Pop R'n'B,Last Last,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,hip-hop,1
Norlie & KKV,LUGNA HITS,Ingen annan rör mig som du,191986,False,0.693,0.75,1,-3.689,1,0.0462,0.0385,0.0,0.097,0.712,114.026,4,swedish,1
Enrico Sangiuliano,Moon Rocks,Moon Rocks,453120,False,0.788,0.625,1,-6.428,1,0.0375,0.0016,0.905,0.299,0.439,125.012,4,minimal-techno,1
沈雁,沈雁之歌,蘭花草,123506,False,0.556,0.345,10,-11.066,0,0.0271,0.701,0.00326,0.0822,0.518,104.087,4,cantopop,1
Chatham County Line,IV,Let It Rock,200266,False,0.744,0.82,8,-6.741,1,0.0279,0.342,1.05e-05,0.0812,0.947,124.389,4,bluegrass,1
Collabro,Act Two,"I'll Be There For You (From ""Friends"")",185346,False,0.144,0.127,7,-17.29,1,0.0359,0.945,5.2e-06,0.0994,0.0958,71.548,3,opera,1
Jamie Jones;AMÉMÉ,Pliva,Pliva,244570,False,0.667,0.886,1,-6.999,1,0.0516,0.00306,0.531,0.0523,0.774,123.007,4,disco,2
Atif Aslam;Shiraz Uppal,Pehli Dafa,Pehli Dafa,298771,False,0.679,0.537,4,-7.843,1,0.0322,0.844,3.34e-06,0.108,0.481,111.979,4,pop-film,2
Владимир Бунчиков,Севастопольский Вальс (1943 - 1961),"Споём, пилот",112684,False,0.549,0.362,5,-11.184,0,0.0411,0.975,0.0,0.159,0.595,105.275,3,romance,1
The Killers,Hot Fuss,Mr. Brightside,222973,False,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4,alternative,1
Shaneil Muir,Book Smart,Book Smart,154540,False,0.864,0.444,9,-5.229,0,0.355,0.518,0.0,0.0952,0.515,66.56,3,dancehall,1
The LOX,The Hip Hop Collection,"Money, Power & Respect - Club Mix",273120,True,0.703,0.745,9,-3.9,0,0.285,0.0055,0.0,0.218,0.47,95.48,4,hardcore,1
Boogie T,Get Down The Clown,Get Down The Clown,211200,False,0.593,0.946,6,-2.753,1,0.327,0.0147,0.0691,0.328,0.35,149.993,4,dubstep,1
Frankie Carle;Glenn Miller,Popular Recordings,Sunrise Serenade - 1989 Remastered,211266,False,0.585,0.137,3,-13.043,1,0.0376,0.927,0.797,0.169,0.434,87.416,4,honky-tonk,2
CID;Westend,Armada Music - ADE 2022,Let Me Take You,154761,False,0.873,0.908,6,-3.573,0,0.059,0.00839,0.0976,0.343,0.904,125.984,4,progressive-house,2
Bad Boy Bill;Nick Rockwell,Shake That Ass (ReWork),Shake That Ass (ReWork),170551,False,0.597,0.865,10,-4.972,1,0.14,0.00468,0.000107,0.416,0.413,127.023,4,chicago-house,2
Dream Theater,"Metropolis, Pt. 2: Scenes from a Memory",Scene Eight: The Spirit Carries On,398266,False,0.321,0.544,2,-7.179,1,0.0364,0.293,1.11e-05,0.11,0.283,127.284,3,metal,1
Fábio Jr.,Fábio Jr. Ao Vivo,Quando Gira o Mundo (Ao Vivo),284853,False,0.524,0.739,9,-7.28,1,0.0305,0.336,0.0,0.833,0.473,145.98,4,pagode,1
Cacho Tirao,Los Esenciales,"Danza Húngara, No. 5",167426,False,0.455,0.244,9,-12.326,1,0.0334,0.784,0.00081,0.204,0.376,137.891,4,guitar,1
Marilyn Manson,Twisted Halloween Hits,The Beautiful People,222773,True,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,4,industrial,1
Zedd;Kehlani,pov: it's 2019,Good Thing,210901,True,0.693,0.565,1,-3.854,0,0.0378,0.396,0.0,0.0409,0.588,185.916,3,techno,2
Melissa Horn,Säg ingenting till mig,Med ena foten utanför,228693,False,0.48,0.228,8,-11.858,1,0.0307,0.956,0.032,0.106,0.237,107.01,4,swedish,1
Bella Poarch,New Pop Classics,Living Hell,174002,False,0.729,0.551,0,-6.935,0,0.056,0.598,0.0,0.176,0.312,124.044,4,alternative,1
Desmond Dennis,Cool Kids Jams 3,Peanut Butter & Jelly,201600,False,0.77,0.579,7,-10.187,0,0.0575,0.0826,0.0,0.16,0.683,150.011,4,kids,1
Paul Cardall,Primary Worship,This is God's House,181040,False,0.418,0.0511,5,-19.234,1,0.0708,0.992,0.96,0.111,0.137,138.34,4,new-age,1
Crate Diggers,The Cat's Meow,Payday,86000,False,0.696,0.447,11,-10.871,0,0.044,0.875,0.787,0.241,0.461,89.981,4,study,1
Lucas Reis & Thácio,Péssimo Negócio,Péssimo Negócio,176377,False,0.592,0.57,10,-3.588,0,0.0635,0.818,0.0,0.12,0.736,79.613,4,sertanejo,1
Gal Costa,Gal Tropical,Balancê,188666,False,0.638,0.736,9,-10.536,1,0.0811,0.0849,0.0,0.333,0.881,144.823,4,samba,1
Giacomo Puccini;Renaud Capuçon,Un violon à Paris,"Puccini: Gianni Schicchi, Act 1: ""O mio babbino caro"" (Lauretta)",121013,False,0.294,0.17,8,-14.452,1,0.0378,0.924,0.885,0.0971,0.122,89.231,3,opera,2
TheWickerTwinz,Rite Now,Rite Now,156499,False,0.825,0.66,3,-5.149,0,0.121,0.0907,0.0,0.0829,0.911,135.008,4,kids,1
